lat,long,name
65.64737	, -20.24609	,  Blondaus
60.74831	, -0.8584	,  UNST
51.95358	, -8.17419	,  Midleton
36.99739	, -25.13726	,  Santa Maria
38.67404	, -4.16204	,  Puertollano
45.69715	, 9.03478	,  Lomazzo
45.59343	, 9.36223	,  Vimercate
42.48295	, 23.44458	,  Plana
43.3135		, 27.15743	,  Kaspichan
7.27423		, 80.72485	,  Kandy
-20.13968	, 57.68746	,  Mon Loisir
-29.01042	, 115.34171	,  Nangetty
-32.962		, 138.84949	,  Peterborough
-46.5281	, 168.3792	,  Awarua
