,CountryName,MNOName,Rank,Virtual
59,Gabon,Moov Africa Gabon Telecom,2,False
60,Gambia,Africell,1,False
61,Gambia,Comium,2,False
62,Gambia,Gamcel,3,False
63,Gambia,Qcell,4,False
64,Ghana,MTN,1,False
65,Ghana,Vodafone Ghana,2,False
66,Ghana,AirtelTigo,3,False
67,Ghana,Glo,4,False
68,Guinea,Orange,1,False
69,Guinea,MTN(formerly Areeba),2,False
70,Guinea,Cellcom Guinée,3,False
71,Guinea,Intercel,4,False
72,Guinea,Sotelgui,5,False
73,Guinea-Bissau,MTN,1,False
74,Guinea-Bissau,Orange,2,False
75,Guinea-Bissau,Guinetel,3,False
76,Iran,Hamrahe Aval,1,False
77,Iran,Irancell,2,False
78,Iran,RighTel,3,False
79,Iraq,Zain,1,False
80,Iraq,Asia Cell,2,False
81,Iraq,Korek,3,False
82,Iraq,Omnnea,4,False
83,Iraq,Itisaluna,5,False
84,Israel,Cellcom,1,False
85,Israel,Partner,2,False
86,Israel,Pelephone,3,False
87,Israel,Hot Mobile,4,False
88,Israel,Golan Telecom,5,False
89,Israel,XFONE,6,False
90,Israel,Rami Levy(using Pelephone),7,False
91,Israel,HomeCellular(using Cellcom),8,False
92,Israel,019 Mobile(using Partner),9,False
93,Israel,Cellact(using Pelephone),10,False
94,Jordan,Zain Jordan,1,False
95,Jordan,Orange Jordan,2,False
96,Jordan,Umniah,3,False
97,Kuwait,Zain,1,False
98,Kuwait,Ooredoo(formerly Wataniya),2,False
99,Kuwait,stc (formerly Viva Kuwait),3,False
100,Lebanon,touch,1,False
101,Lebanon,Alfa,2,False
102,Lesotho,Vodacom,1,False
103,Lesotho,Econet Telecom Lesotho,2,False
104,Liberia,Lonestar Cell MTN,1,False
105,Liberia,Orange,2,False
106,Liberia,Novafone(formerly Comium),3,False
107,Liberia,LTC Mobile,4,False
108,Libya,Almadar Aljadid,1,False
109,Libya,Libyana,2,False
110,Madagascar,Airtel,1,False
111,Madagascar,Telma Mobile,2,False
112,Madagascar,Orange,3,False
113,Madagascar,Blueline,4,False
114,Malawi,Airtel(formerly Zain),1,False
115,Malawi,TNM,2,False
116,Malawi,MTL (Malawi Telecommunications Limited),3,False
117,Malawi,Access,4,False
118,Malawi,G-Mobile(license revoked [86]),5,False
119,Malawi,Lacell,6,False
120,Malawi,G-Expresso,7,False
121,Mali,Orange[91],1,False
122,Mali,Moov Africa Malitel[92],2,False
123,Mali,Planor,3,False
124,Mauritania,Moov Mauritel,1,False
125,Mauritania,Chinguitel,2,False
126,Mauritania,MATTEL,3,False
127,Mauritius,Mauritius Telecom,1,False
128,Mauritius,Emtel,2,False
129,Mauritius,CHiLi,3,False
130,Morocco,Maroc Telecom,1,False
131,Morocco,Orange Morocco,2,False
132,Morocco,inwi,3,False
133,Mozambique,Tmcel,1,False
134,Mozambique,Vodacom,2,False
135,Mozambique,Movitel,3,False
136,Namibia,MTC[104],1,False
137,Namibia,"TN Mobile[105](formerly Cell One, Leo)",2,False
138,Niger,Airtel,1,False
139,Niger,Niger Telecoms,2,False
140,Niger,Zamani Telecom,3,False
141,Niger,Moov Africa Niger,4,False
142,Nigeria,MTN,1,False
143,Nigeria,Airtel(formerly Zain),2,False
144,Nigeria,Glo Mobile,3,False
145,Nigeria,9mobile (formerly Etisalat),4,False
146,Oman,Omantel,1,False
147,Oman,Ooredoo(formerly Nawras),2,False
148,Palestine,Jawwal,1,False
149,Palestine,Ooredoo,2,False
150,Qatar,Ooredoo(formerly Qtel),1,False
151,Qatar,Vodafone,2,False
152,Rwanda,MTN Rwanda,1,False
153,Rwanda,Airtel,2,False
154,Rwanda,Rwandatel,-,False
155,Saudi Arabia,stc,1,False
156,Saudi Arabia,Mobily,2,False
157,Saudi Arabia,Zain,3,False
158,Saudi Arabia,Virgin mobile KSA,4,False
159,Saudi Arabia,Lebara Mobile KSA,5,False
160,Senegal,"Orange
",1,False
161,Senegal,Free,2,False
162,Senegal,Expresso,3,False
163,Senegal,Hayo Telecom,4,False
164,Seychelles,Airtel,1,False
165,Seychelles,Cable & Wireless,2,False
166,Sierra Leone,Africell,1,False
167,Sierra Leone,Orange,2,False
168,Sierra Leone,Sierratel,3,False
169,Sierra Leone,Qcell,4,False
170,Sierra Leone,Comium,,False
171,Sierra Leone,GreenN,,False
172,Somalia,Hormuud,1,False
173,Somalia,Telcom Somalia,2,False
174,Somalia,Telesom Mobile,3,False
175,Somalia,Nationlink,4,False
176,Somalia,Somtel,5,False
177,Somalia,Golis Telecom Somalia,6,False
178,Somalia,Somafone,7,False
179,Somalia,Netco,8,False
180,Somalia,SomNet[140][141],9,False
181,South Africa,Vodacom,1,False
182,South Africa,MTN,2,False
183,South Africa,Cell C,3,False
184,South Africa,Telkom,4,False
185,South Africa,"Rain
","5
",False
186,South Sudan,MTN,1,False
187,South Sudan,Zain,2,False
188,South Sudan,Sudani,3,False
189,South Sudan,Vivacell (NOW),4,False
190,South Sudan,Gemtel,5,False
191,Sudan,Zain,1,False
192,Sudan,MTN,2,False
193,Sudan,Sudani,3,False
194,Sudan,Canar,4,False
195,Eswatini,MTN,1,False
196,Eswatini,"Eswatini Mobile
","2
",False
197,Syrian Arab Republic,MTN(formerly Areeba),1,False
198,Syrian Arab Republic,Syriatel,2,False
199,Togo,Togocel,1,False
200,Togo,Moov Africa Togo,2,False
201,Tunisia,Ooredoo(formerly Tunisiana),1,False
202,Tunisia,Tunisie Telecom,2,False
203,Tunisia,Orange,3,False
204,Turkey,Turkcell,1,False
205,Turkey,Vodafone  (Formerly Telsim),2,False
206,Turkey,"Türk Telekom  (Formerly Avea, Aria, Aycell)",3,False
207,Uganda,MTN,1,False
208,Uganda,Airtel Uganda,2,False
209,Uganda,UT Mobile,3,False
210,Uganda,SmileTelecom(Uganda),4,False
211,United Arab Emirates,Etisalat,1,False
212,United Arab Emirates,du,2,False
213,United Arab Emirates,Virgin Mobile,3,False
214,Yemen,Yemen Mobile,1,False
215,Yemen,Sabafon,2,False
216,Yemen,"YOU (formerly Spacetel, MTN)",3,False
217,Yemen,Y Telecom (formerly HiTS-UNITEL),4,False
218,Zambia,MTN,1,False
219,Zambia,Airtel,2,False
220,Zambia,Zamtel,3,False
221,Zimbabwe,Econet,1,False
222,Zimbabwe,telecel,2,False
223,Zimbabwe,NetOne,3,False
